编号,类别,处理方式,首次出现,出现次数,中文,English
1396,安装脚本与说明,直接替换,packaging/installer/tools/安装并启动.ps1:74,1,Say '没有检测到 Ollama（本地模型运行器）。不装也能打开 Lulu，在“设置”页改用 API 等后端。',Say 'Ollama (the local model runner) was not found. Lulu still opens without it; switch to an API or another backend on the Settings page.'
1397,安装脚本与说明,直接替换,packaging/installer/tools/安装并启动.ps1:75,1,Write-Host '要用本地模型：到 https://ollama.com/download 安装后，再双击本文件即可自动下载模型。',"Write-Host 'For a local model: install Ollama from https://ollama.com/download, then double-click this file again and the model downloads automatically.'"
1398,安装脚本与说明,直接替换,packaging/installer/tools/安装并启动.ps1:82,1,"Say ""本地模型还没下载（本机内存 ${memGB}GB，需要 $Need，约 2.5–5GB）。""","Say ""The local model is not downloaded yet (this PC has ${memGB} GB of memory, needs $Need, about 2.5–5 GB)."""
1399,安装脚本与说明,直接替换,packaging/installer/tools/安装并启动.ps1:83,1,$answer = Read-Host '现在下载吗？[Y/n]',$answer = Read-Host 'Download it now? [Y/n]'
1400,安装脚本与说明,直接替换,packaging/installer/tools/安装并启动.ps1:84,1,if ($answer -notmatch '^[nN]') { & powershell -NoProfile -ExecutionPolicy Bypass -File (Join-Path $Root 'agent\安装本地模型.ps1') -Tier auto },if ($answer -notmatch '^[nN]') { & powershell -NoProfile -ExecutionPolicy Bypass -File (Join-Path $Root 'agent\Install local models.ps1') -Tier auto }
1401,安装脚本与说明,直接替换,packaging/installer/tools/安装并启动.ps1:88,2,# 5) 启动 --------------------------------------------------------------------------,# 5) Start --------------------------------------------------------------------------
1402,安装脚本与说明,直接替换,packaging/installer/tools/安装并启动.ps1:89,1,"Say ""启动 Lulu…（日志在 $env:LOCALAPPDATA\Lulu\logs\desktop.log）""","Say ""Starting Lulu… (log: $env:LOCALAPPDATA\Lulu\logs\desktop.log)"""
1403,安装脚本与说明,直接替换,packaging/installer/tools/安装并启动.ps1:9,1,"function Fail($m) { Write-Host ""`n!! $m""; Read-Host '按回车关闭' | Out-Null; exit 1 }","function Fail($m) { Write-Host ""`n!! $m""; Read-Host 'Press Enter to close' | Out-Null; exit 1 }"
1404,安装脚本与说明,直接替换,packaging/installer/tools/安装并启动.ps1:92,1,Write-Host '桌宠出现在屏幕右下角；点“聊聊天”打开工作窗口。这个窗口可以关了。',"Write-Host 'The pet appears at the bottom right of the screen; click ""Chat"" to open the work window. You can close this window now.'"
1405,安装脚本与说明,直接替换,packaging/installer/先看这里.md:11,1,第一次运行时它会做这些事（都能中途关掉，下次再继续）：,On the first run it does these things (each can be closed midway and continued next time):
1406,安装脚本与说明,直接替换,packaging/installer/先看这里.md:14,1,- 本地模型：如果电脑上装了 [Ollama](https://ollama.com/download)，会问你要不要下载 Qwen3 模型（16GB 内存以上 8B，约 5GB；以下 4B，约 2.5GB×2）。没装 Ollama 也能打开 Lulu，在“设置”页改用 API 等后端。,"- Local model: if [Ollama](https://ollama.com/download) is installed, it asks whether to download the Qwen3 model (8B with 16 GB of memory or more, about 5 GB; 4B below that, about 2.5 GB × 2). Lulu opens without Ollama too — switch to an API or another backend on the Settings page."
1407,安装脚本与说明,直接替换,packaging/installer/先看这里.md:17,1,## 系统会拦一下，属正常,## The system will stop you once — that is normal
1408,安装脚本与说明,直接替换,packaging/installer/先看这里.md:21,1,## 装在哪里，数据在哪里,"## Where it lives, where your data lives"
1409,安装脚本与说明,直接替换,packaging/installer/先看这里.md:23,1,程序就在这个文件夹里，删掉文件夹就是卸载。你的对话、笔记、提醒和生成的文件在：{data_dir}。更新程序不影响这些数据。,"The program is this folder; deleting the folder uninstalls it. Your conversations, notes, reminders and generated files are in: {data_dir}. Updating the program does not touch them."
1410,安装脚本与说明,直接替换,packaging/installer/先看这里.md:25,1,## 出问题了,## Something went wrong
1411,安装脚本与说明,直接替换,packaging/installer/先看这里.md:27,1,启动失败时会弹出 `启动问题.txt`；更详细的在 {data_dir}/logs/desktop.log。把这两个发给开发者就行。,"If it fails to start, a `startup-problem.txt` pops up; the details are in {data_dir}/logs/desktop.log. Send those two files to the developer."
1412,安装脚本与说明,直接替换,packaging/installer/先看这里.md:29,1,版本：{version}（{build_date}）。校验值见同目录的 .sha256 文件。,Version: {version} ({build_date}). The checksum is in the .sha256 file next to the zip.
1413,安装脚本与说明,直接替换,packaging/installer/先看这里.md:3,1,Lulu 是一只住在桌面右下角的小桌宠，旁边是一个工作窗口：翻译、总结、改写、问文件、提取成表、按要点写、转格式、记一下、提醒、查一下、聊聊天。模型可以是本机的 Qwen3（不联网、不花钱），也可以是你自己的 API、`claude -p` 或别的命令行工具——在工作窗口的“设置”页切换。,"Lulu is a small desktop pet living at the bottom right of your screen, with a work window beside it: Translate, Summarize, Rewrite, Ask about a file, Make a table, Write from notes, Convert, Remember this, Remind me, Look it up, Chat. The model can be Qwen3 on your own machine (offline, free), or your own API, `claude -p` or another command-line tool — switch on the Settings page of the work window."
1414,安装脚本与说明,直接替换,packaging/installer/先看这里.md:5,1,## 怎么开始,## Getting started
1415,安装脚本与说明,直接替换,packaging/installer/先看这里.md:7,1,1. 把整个文件夹放到你想放的地方（别放在压缩包里直接双击）。,1. Put the whole folder wherever you like (do not double-click inside the zip).
1416,安装脚本与说明,直接替换,packaging/installer/先看这里.md:8,1,2. 双击 **{installer}**。第一次会补齐缺的东西，之后每次双击都是直接启动。,2. Double-click **{installer}**. The first run fills in what is missing; every later double-click just starts Lulu.
1417,安装脚本与说明,直接替换,packaging/installer/先看这里.md:9,1,3. 桌宠出现在屏幕右下角，点它旁边的“聊聊天”打开工作窗口。,"3. The pet appears at the bottom right of the screen; click ""Chat"" next to it to open the work window."
1418,安装脚本与说明,直接替换,packaging/installer/安装并启动 Lulu.cmd:4,1,"powershell -NoProfile -ExecutionPolicy Bypass -File ""%~dp0tools\安装并启动.ps1""","powershell -NoProfile -ExecutionPolicy Bypass -File ""%~dp0tools\Install and start.ps1"""
1419,安装脚本与说明,直接替换,packaging/installer/安装并启动 Lulu.command:10,1,"fail() { printf '\n!! %s\n' ""$*""; read '?按回车关闭'; exit 1; }","fail() { printf '\n!! %s\n' ""$*""; read '?Press Enter to close'; exit 1; }"
1420,安装脚本与说明,直接替换,packaging/installer/安装并启动 Lulu.command:19,1,"[[ -n ""$URL"" ]] || fail ""缺少动画资源包 pet/frames.pck，且没有下载地址。请重新下载 Lulu。""","[[ -n ""$URL"" ]] || fail ""The animation pack pet/frames.pck is missing and there is no download address. Please download Lulu again."""
1421,安装脚本与说明,直接替换,packaging/installer/安装并启动 Lulu.command:2,1,# Lulu 一键安装并启动（macOS）。每次都可以双击：第一次补齐缺的东西，之后直接启动。,"# Lulu one-click install and start (macOS). Safe to double-click every time: the first run fills in what is missing, later runs just start."
1422,安装脚本与说明,直接替换,packaging/installer/安装并启动 Lulu.command:20,1,"say ""动画资源包不在，补下载（约 400MB）…""","say ""Animation pack missing, downloading it (about 400 MB)…"""
1423,安装脚本与说明,直接替换,packaging/installer/安装并启动 Lulu.command:21,1,"curl -L --fail --progress-bar -o ""$FRAMES.part"" ""$URL"" || { rm -f ""$FRAMES.part""; fail ""下载失败。请检查网络后重试，或重新下载 Lulu。""; }","curl -L --fail --progress-bar -o ""$FRAMES.part"" ""$URL"" || { rm -f ""$FRAMES.part""; fail ""Download failed. Check your network and try again, or download Lulu again.""; }"
1424,安装脚本与说明,直接替换,packaging/installer/安装并启动 Lulu.command:26,1,"if [[ ""$WANT"" != ""$HAVE"" ]]; then rm -f ""$FRAMES""; fail ""动画资源包校验不通过（文件不完整），已删除，请再运行一次重新下载。""; fi","if [[ ""$WANT"" != ""$HAVE"" ]]; then rm -f ""$FRAMES""; fail ""The animation pack failed verification (incomplete file). It has been deleted; run this again to download it afresh.""; fi"
1425,安装脚本与说明,直接替换,packaging/installer/安装并启动 Lulu.command:29,1,# 2) 未签名程序：去隔离标记 + 本机临时签名（不是 App Store 签名，只是让这台电脑允许运行） -------------,"# 2) Unsigned program: drop the quarantine flag + ad-hoc sign on this machine (not an App Store signature, just so this computer allows it to run) -------------"
1426,安装脚本与说明,直接替换,packaging/installer/安装并启动 Lulu.command:3,1,# 做的事：1) 动画资源包没有就下载并校验  2) 给未签名程序去掉隔离标记并本机签名  3) 准备运行环境,# Steps: 1) download and verify the animation pack if missing  2) drop the quarantine flag on the unsigned program and sign it locally  3) prepare the runtime
1427,安装脚本与说明,直接替换,packaging/installer/安装并启动 Lulu.command:30,1,"say ""准备桌宠程序…""","say ""Preparing the pet program…"""
1428,安装脚本与说明,直接替换,packaging/installer/安装并启动 Lulu.command:33,1,"codesign --force --deep --sign - pet/Lulu.app 2>/dev/null || echo ""（签名失败，若系统拒绝打开，请到 系统设置 → 隐私与安全性 里允许）""","codesign --force --deep --sign - pet/Lulu.app 2>/dev/null || echo ""(signing failed; if the system refuses to open it, allow it under System Settings → Privacy & Security)"""
1429,安装脚本与说明,直接替换,packaging/installer/安装并启动 Lulu.command:51,1,"say ""这是源码版，需要 Python 3.11 或更新…""","say ""This is the source edition; it needs Python 3.11 or newer…"""
